Provincia;Localidad;Codigo_postal;Direccion;Margen;Toma_de_datos;Precio;Rotulo;Tipo_venta;Rem;Horario;Tipo_servicio;Fecha_extraccion
LEON;RIOSECO DE TAPIA         ;24275;AT AP-66, 126;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 24H;L-D: 24H (P);01/08/2020
LEON;PONFERRADA               ;24400;AVENIDA GALICIA, 86;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-S: 07:00-22:00 D: 08:00-22:00;L-S: 07:00-22:00 (A) D: 08:00-22:00 (A);01/08/2020
LEON;VALDELAFUENTE            ;24227;CARRETERA N-601 KM. 321;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-V: 06:00-22:00;L-V: 06:00-22:00 (A);01/08/2020
LEON;VALDELAFUENTE            ;24227;CARRETERA N-601 KM. 321;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 06:30-23:00;L-D: 06:30-23:00 (A);01/08/2020
LEON;TROBAJO DEL CAMINO       ;24010;CARRETERA NACIONAL 120 KM. 309,9;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 06:00-00:00;L-D: 06:00-00:00 (A);01/08/2020
LEON;ROBLA (LA)               ;24640;CARRETERA N-630 KM. 121;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 08:00-20:00;L-D: 08:00-20:00 (A);01/08/2020
LEON;MANSILLA DE LAS MULAS    ;24210;CR N-601 308;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;;01/08/2020
LEON;CACABELOS                ;24540;CR N-6 401;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 08:00-21:00;L-D: 08:00-21:00 (A);01/08/2020
LEON;VILLAOBISPO DE LAS REGUERAS;24007;CR N-621, 4.5;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
LEON;PONFERRADA               ;24400;CALLE AVDA. DE LOS ESCRITORES, SN;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-V: 09:00-17:00 S-D: 10:00-18:00;L-V: 09:00-17:00 (P) S-D: 10:00-18:00 (P);01/08/2020
LEON;LEON                     ;24001;CL CRUZ ROJA DE LEON, S.N.;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 24H;L-X: 00:00-12:00 (A), 12:00-21:00 (P), 21:00-23:59 (A) J: 24H (A) V: 00:00-12:00 (A), 12:00-21:00 (P), 21:00-23:59 (A) S: 24H (A) D: 00:00-12:00 (A), 12:00-21:00 (P), 21:00-23:59 (A);01/08/2020
LEON;VALVERDE DE LA VIRGEN    ;24391;AUTOPISTA AP-71 (MRG.DCHO.) KM. 6,8;D;01/08/2020 00:00;1,169;CEPSA;P;OM;L-D: 24H;L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A);01/08/2020
ZAMORA;BENAVENTE                ;49600;AVENIDA FEDERICO SILVA MUÑOZ, 259;D;01/08/2020 06:00;1,169;CEPSA;P;OM;L-D: 24H;L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A);01/08/2020
SALAMANCA;ESPEJA                   ;37497;CARRETERA N-620 KM. 341;I;01/08/2020 00:00;1,169;CEPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SALAMANCA;NUEVO POBLADO            ;37480;CARRETERA N-620 KM. 348;D;01/08/2020 06:00;1,169;CEPSA;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
ZAMORA;SAN ESTEBAN DEL MOLAR    ;49650;A-6 km 249,7;I;01/08/2020 00:00;1,169;CEPSA;P;OM;L-D: 08:00-21:00;L-D: 08:00-21:00 (P);01/08/2020
SALAMANCA;VALDECARPINTEROS;37593;CARRETERA N-620 KM. 313,3;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
SALAMANCA;SALAMANCA                ;37008;CARRETERA N-630 KM. 338;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 24H;L-D: 24H (P);01/08/2020
PALENCIA;TORQUEMADA               ;34230;CR A-62, 62,5;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 08:00-18:00;L-D: 08:00-18:00 (A);01/08/2020
PALENCIA;TORQUEMADA               ;34230;AUTOVIA A 62 KM. 69;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-S: 08:00-15:00;L-S: 08:00-15:00 (A);01/08/2020
PALENCIA;GRIJOTA                  ;34192;CARRETERA C-615 PALENCIA-GUARDO KM. 2,400;D;31/07/2020 17:46;1,169;CEPSA;P;dm;L-D: 07:30-23:00;L-D: 07:30-23:00 (P);01/08/2020
SALAMANCA;SALAMANCA                ;37008;AVENIDA ALDEHUELA, 10;D;01/08/2020 07:00;1,169;REPSOL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
SALAMANCA;VILLAMAYOR               ;37185;CR C-300 5,4;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P);01/08/2020
SALAMANCA;SANTA MARTA DE TORMES    ;37900;CARRETERA MADRID KM. 89,4000;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P);01/08/2020
SALAMANCA;VILLARES DE LA REINA     ;37184;CR C-519, 4  I;I;01/08/2020 11:28;1,169;REPSOL;P;dm;L: 07:00-23:00;L: 07:00-23:00 (A);01/08/2020
SORIA;ABEJAR                   ;42146;CR N-234, 376,5;D;31/07/2020 13:40;1,169;REPSOL;P;dm;L-D: 7:00-23:00;L-D: 7:00-23:00 (A);01/08/2020
ZAMORA;BENAVENTE                ;49600;CARRETERA N-6 KM. 260,5;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 24H;L-D: 24H (P);01/08/2020
VALLADOLID;MEDINA DEL CAMPO         ;47400;AVENIDA DEL CUARTEL, 1;N;01/08/2020 00:00;1,169;REPSOL;P;OM;L: 07:00-23:00;L: 07:00-23:00 (A);01/08/2020
VALLADOLID;OLMEDO                   ;47410;CR N-601 149;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 08:00-20:00;L-D: 08:00-20:00 (A);01/08/2020
VALLADOLID;VILLALON DE CAMPOS       ;47600;CALLE CARCABA, 2;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);01/08/2020
SALAMANCA;SALAMANCA                ;37008;CALLE REYES DE ESPAÑA, 38;D;01/08/2020 10:11;1,169;REPSOL;P;dm;L-V: 07:00-22:00 S-D: 09:30-22:00;L-V: 07:00-22:00 (P) S-D: 09:30-22:00 (P);01/08/2020
SORIA;SAN LEONARDO DE YAGUE    ;42140;CARRETERA NACIONAL 234 KM. 401;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 08:00-22:00;L-D: 08:00-22:00 (A);01/08/2020
SALAMANCA;SALAMANCA                ;37008;AVENIDA LASALLE, 200;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-S: 07:00-22:30 D: 08:00-22:30;L-S: 07:00-22:30 (A) D: 08:00-22:30 (A);01/08/2020
PALENCIA;SALDAÑA                  ;34100;AVENIDA REYES CATOLICOS, 2;N;27/07/2020 11:16;1,169;REPSOL;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);01/08/2020
PALENCIA;DUEÑAS                   ;34210;AUTOVIA A-62 KM. 88,850;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P);01/08/2020
SALAMANCA;VILLARES DE LA REINA     ;37184;CL CTRA.VALLADOLIDPG.LOS VILLA 2   D;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P);01/08/2020
VALLADOLID;ISCAR                    ;47420;CR C-112, 21;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P);01/08/2020
VALLADOLID;MEDINA DEL CAMPO         ;47400;AVENIDA DE LA CONSTITUCION, 54;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P);01/08/2020
SALAMANCA;SALAMANCA                ;37008;CARRETERA N-630 KM. 342;D;01/08/2020 10:08;1,169;REPSOL;P;dm;L-D: 06:00-00:00;L-D: 06:00-23:59 (P);01/08/2020
VALLADOLID;ARRABAL DE PORTILLO      ;47160;CR CL-601, 22,7;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-V: 08:00-16:00 S: 07:00-23:00 D: 08:00-16:00;L-V: 08:00-16:00 (P) S: 07:00-23:00 (P) D: 08:00-16:00 (P);01/08/2020
VALLADOLID;VILLARDEFRADES           ;47860;CARRETERA N-6 KM. 216;I;01/08/2020 00:00;1,169;PETRONOR;P;OM;L-V: 08:00-21:00 S: 09:00-18:00 D: 08:00-22:00;L-V: 08:00-21:00 (A) S: 09:00-18:00 (A) D: 08:00-22:00 (A);01/08/2020
PALENCIA;MAGAZ DE PISUERGA        ;34220;CARRETERA N-620 KM. 76;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-V: 07:00-22:00 S: 08:00-22:00 D: 09:00-22:00;L-V: 07:00-22:00 (A) S: 08:00-22:00 (A) D: 09:00-22:00 (A);01/08/2020
SALAMANCA;SALAMANCA                ;37005;CL AVENIDA RAIMUNDO BORGOÑA, 48  I;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);01/08/2020
SALAMANCA;SALAMANCA                ;37005;CL AVDA. SAN AGUSTIN, 78;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
SALAMANCA;SALAMANCA                ;37005;AVENIDA MIRAT, 40;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P);01/08/2020
SALAMANCA;ALDEANUEVA DE FIGUEROA   ;37429;AUTOVIA A62 KM. 214;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
JAEN;MENGIBAR                 ;23620;N-323A (BAILEN-MOTRIL) km 14,4;D;27/07/2020 22:09;1,169;ARENAS CAMACHO, S.L.;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (P);01/08/2020
SEVILLA;VALENCINA CONCEPCION     ;41907;CARRETERA EXTREMADURA (N-630) KM. 809;D;27/07/2020 13:42;1,169;E.S. MARIA AUXILIADORA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
CORDOBA;BENAMEJI                 ;14910;N-331 km 495,8;I;27/07/2020 18:00;1,169;ENERPLUS;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
CORDOBA;RUTE                     ;14960;CARRETERA DE RUTE A ENCINAS REALES KM. 0,2;I;27/07/2020 18:00;1,169;MIRASIERRA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SEVILLA;ECIJA                    ;41400;CARRETERA CTRA. MADRID-CADIZ KM. 456,400;I;27/07/2020 17:45;1,169;SANTIAGO;P;dm;L-D: 08:00-21:00;L-D: 08:00-21:00 (A);01/08/2020
SEVILLA;MARINALEDA               ;41569;CARRETERA CTRA. ECIJA- LA RODA, C-3310 KM. 36,600;I;27/07/2020 17:29;1,169;SANTIAGO;P;dm;L: 06:00-22:00;L: 06:00-22:00 (A);01/08/2020
CORDOBA;SANTAELLA                ;14547;CARRETERA CTRA. ECIJA-LA RAMBLA C-3312 KM. 25,000;N;27/07/2020 17:36;1,169;SANTIAGO;P;dm;L-D: 07:00-21:00;L-D: 07:00-21:00 (A);01/08/2020
SEVILLA;PUEBLA DEL RIO (LA)      ;41130;AVDA. ISLA MAYOR,18;N;21/07/2020 10:41;1,169;E.S. SALVADOR CABELLO;P;dm;L-D: 06:30-23:00;L-D: 06:30-23:00 (A);01/08/2020
SEVILLA;CORIA DEL RIO            ;41100;AVDA. BATAN, 85;N;21/07/2020 10:41;1,169;E.S. EL ROCIO;P;dm;L-D: 06:30-23:00;L-D: 06:30-23:00 (A);01/08/2020
HUELVA;CARTAYA                  ;21450;CR N-431, KM. 109,41 km 109.41;N;31/07/2020 14:00;1,169;SHELL;P;OM;L-D: 05:00-23:00;L-D: 05:00-23:00 (A);01/08/2020
HUELVA;SAN JUAN DEL PUERTO      ;21610;CARRETERA A472 KM. 70,5;I;31/07/2020 00:01;1,169;CEPSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
CORDOBA;ALCARACEJOS              ;14480;CR N-502 (MD), P.K. 364 (NACIONAL 502 km 365);D;28/07/2020 10:42;1,169;PUERTA LOS PEDROCHES;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
CORDOBA;CORDOBA                  ;14005;CARRETERA A TRASSIERRA KM. 0;I;30/07/2020 00:00;1,169;Q8;P;dm;L-V: 06:30-22:30 S-D: 09:00-21:00;L-V: 06:30-22:30 (A) S-D: 09:00-21:00 (A);01/08/2020
CORDOBA;PUENTE GENIL             ;14500;CALLE SAN SEBASTIAN, 2;D;27/07/2020 23:40;1,169;CEPSA;P;dm;L-S: 06:00-22:00;L-S: 06:00-22:00 (P);01/08/2020
GRANADA;LOJA                     ;18300;AVENIDA ANDALUCIA, 25;I;31/07/2020 07:00;1,169;REPSOL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
HUELVA;VILLABLANCA              ;21590;CARRETERA AYAMONTE-ARACENA A-499 KM. 8,2;I;30/07/2020 21:33;1,169;CEPSA;P;dm;L-D: 06:30-22:00;L-D: 06:30-22:00 (A);01/08/2020
HUELVA;ARACENA                  ;21200;N-433 km 88,4;I;30/07/2020 13:50;1,169;AGLA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);01/08/2020
JAEN;ALCALA LA REAL           ;23680;CR CN-432 km 393.5;N;24/07/2020 08:17;1,169;BP;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
JAEN;CAROLINA (LA)            ;23200;AUTOVIA N-4 KM. 264,6;D;01/08/2020 20:45;1,169;GALP;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
JAEN;ANDUJAR                  ;23740;POLIGONO LA CECA, 23;D;31/07/2020 14:00;1,169;CEPSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
JAEN;VILLACARRILLO            ;23300;CARRETERA N-322 (CORDOBA-VALENCIA) KM. 175,8;D;30/07/2020 14:50;1,169;CEPSA;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A);01/08/2020
ALMERIA;ALMERIA                  ;04006;CL PADRE MENDEZ, S.N.;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
GRANADA;LOJA                     ;18300;CARRETERA N-342 KM. 483;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
JAEN;PUENTE DE GENAVE         ;23350;AVENIDA ANDALUCIA, 131;I;23/07/2020 00:00;1,169;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
HUELVA;GIBRALEON                ;21500;CARRETERA NACIONAL 431 KM. 89,2;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-S: 07:00-22:00 D: 08:00-22:00;L-S: 07:00-22:00 (A) D: 08:00-22:00 (A);01/08/2020
JAEN;LINARES                  ;23700;CL AVENIDA DE ESPAÑA, 3;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
GRANADA;OGIJARES                 ;18151;CARRETERA ANTIGUA BAILEN-MOTRIL KM. 138,400;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
JAEN;LOPERA                   ;23780;CARRETERA NACIONAL 4 KM. 346,6;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
JAEN;LOPERA                   ;23780;CARRETERA N-4 KM. 346,6;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
GRANADA;OGIJARES                 ;18151;CARRETERA CR GR-32 SE (SURESTE), 1,8 KM. 1,8;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-S: 06:00-23:00 D: 09:00-21:00;L-S: 06:00-23:00 (A) D: 09:00-21:00 (A);01/08/2020
JAEN;QUESADA                  ;23480;AVDA DE UBEDA, 37;D;27/07/2020 07:00;1,169;HERMANOS MORENO PADILLA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (P);01/08/2020
CORDOBA;MONTURQUE                ;14930;N331 km 60,0;D;24/07/2020 14:00;1,169;AGLA;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);01/08/2020
SEVILLA;SAN JOSE DE LA RINCONADA ;41300;CARRETERA CTRA. SE-111 , A-8005 , 14 KM. 10,8;N;31/07/2020 12:45;1,169;Q8;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SEVILLA;CASTILBLANCO ARROYOS     ;41230;CARRETERA 433 KM. 34,100;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L: 06:00-21:00;L: 06:00-21:00 (A);01/08/2020
SEVILLA;CANTILLANA               ;41320; CARRETERA ESTACION S/N, ;D;31/07/2020 22:45;1,169;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SEVILLA;MAIRENA DEL ALCOR        ;41510;CL CERVANTES, 110;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 06:00-23:00;L-D: 06:00-23:00 (A);01/08/2020
SEVILLA;MAIRENA DEL ALCOR        ;41510;CALLE CERVANTES, 110;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-V: 07:00-15:00;L-V: 07:00-15:00 (P);01/08/2020
SEVILLA;RUBIO (EL)               ;41568;CARRETERA SE-727 KM. 11,2;D;27/07/2020 10:11;1,169;CEPSA;P;dm;L-S: 07:00-21:00;L-S: 07:00-21:00 (P);01/08/2020
SEVILLA;SANLUCAR LA MAYOR        ;41800;CARRETERA A-472 KM. 0,2;D;27/07/2020 10:41;1,169;CEPSA;P;dm;L-S: 07:00-22:00 D: 08:00-15:00;L-S: 07:00-22:00 (A) D: 08:00-15:00 (A);01/08/2020
SEVILLA;LEBRIJA                  ;41740;CL AVENIDA DE ANDALUCIA, S.N.;D;27/07/2020 09:17;1,169;CAMPSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
MALAGA;ARCHIDONA                ;29300;AVENIDA PABLO PICASSO,, 42;D;27/07/2020 23:19;1,169;AGLA;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A);01/08/2020
SEVILLA;SANLUCAR LA MAYOR        ;41800;CALLE CRISTOBAL COLON, 49;D;25/07/2020 13:25;1,169;CAMPSA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SEVILLA;PEÑAFLOR                 ;41470;CARRETERA CTRA. C-431, KM. 62.8 KM. 62,8;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
MALAGA;ALAMEDA                  ;29530;CL PLAZA. CONSTITUCION, 14;D;27/07/2020 11:09;1,169;DINERGIA;P;dm;L-D: 09:00-14:00 y 17:00-20:00;L-D: 09:00-14:00 (A), 17:00-20:00 (A);01/08/2020
SEVILLA;BRENES                   ;41310;AUTOVIA SE-120 KM. 24,000;I;01/08/2020 00:00;1,169;CEPSA;P;OM;L-S: 06:00-22:00 D: 07:30-15:00;L-S: 06:00-22:00 (P) D: 07:30-15:00 (P);01/08/2020
BADAJOZ;CASTILBLANCO             ;06680;CARRETERA N-502 KM. 216,500;D;28/07/2020 09:49;1,169;(SIN ROTULO);P;dm;L-X: 07:00-20:00 V-D: 07:00-20:00;L-X: 07:00-20:00 (A) V-D: 07:00-20:00 (A);01/08/2020
CACERES;SANTA CRUZ DE LA SIERRA  ;10260;AUTOVIA CR N-5, 268 KM. 268;D;30/07/2020 00:00;1,169;REPSOL;P;OM;L: 07:00-23:00;L: 07:00-23:00 (A);01/08/2020
CACERES;POZUELO DE ZARZON        ;10813;CARRETERA COMARCAL 512 KM. 23,6;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 08:00-21:00;L-D: 08:00-21:00 (A);01/08/2020
BADAJOZ;OLIVA FRONTERA           ;06120;AVENIDA EXTREMADURA, 192;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-S: 08:00-22:00 D: 08:00-14:00;L-S: 08:00-22:00 (A) D: 08:00-14:00 (A);01/08/2020
CACERES;MONTEHERMOSO             ;10810;CARRETERA PLASENCIA KM. 26,300;D;30/07/2020 10:13;1,169;REPSOL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
CACERES;VILLAR DE PLASENCIA      ;10720;AUTOVIA N-630 KM. 454,3;D;01/08/2020 00:00;1,169;CAMPSA;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
CACERES;PLASENCIA                ;10600;AV MARTIN PALOMINO, S.N.;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
CACERES;JARAIZ DE LA VERA        ;10400;CL AVENIDA CONSTITUCION, S.N.;D;27/07/2020 14:40;1,169;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
BADAJOZ;RIBERA DEL FRESNO        ;06225;CARRETERA EXT342 KM. 9,100;D;21/07/2020 19:18;1,169;CAMPSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
BADAJOZ;VILLAFRANCA DE LOS BARROS;06220;CR N-630, 664,5;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
CACERES;BROZAS                   ;10950;CARRETERA CACERES KM. 33,400;D;31/07/2020 00:00;1,169;CEPSA;P;dm;L-V: 08:00-21:00 S-D: 09:00-15:00 y 17:00-21:00;L-V: 08:00-21:00 (A) S-D: 09:00-15:00 (A), 17:00-21:00 (A);01/08/2020
CACERES;CACERES                  ;10001;CALLE GIL CORDERO, S,N;I;01/08/2020 00:00;1,169;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
PALENCIA;VILLODRIGO               ;34257;CARRETERA N-620A KM. 42,9;I;01/08/2020 06:00;1,169;CEPSA;P;OM;L-D: 06:00-23:59;L-D: 06:00-22:00 (P), 22:00-23:59 (A);01/08/2020
PALENCIA;VILLARRAMIEL;34140;CR N-610, 32,4;D;31/07/2020 17:52;1,169;REPSOL;P;dm;L-V: 07:30-22:30 S: 07:30-15:00 D: 14:00-22:30;L-V: 07:30-22:30 (P) S: 07:30-15:00 (P) D: 14:00-22:30 (P);01/08/2020
PALENCIA;SANTIBAÑEZ DE LA PEÑA    ;34885;CARRETERA CL626 KM. 18,400;I;27/07/2020 01:19;1,169;REPSOL;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);01/08/2020
ASTURIAS;CARREÑO;33438;VIA AS-110, 7;N;31/07/2020 05:11;1,169;BP - CARREÑO;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
OURENSE;PEROXA (A)               ;32150;LAMA GRANDE, Nº 2;D;01/08/2020 08:20;1,169;E.S. PEROXA (A);P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
PONTEVEDRA;PONTEVEDRA               ;36001;LUGAR O ARCO, 39;N;29/07/2020 07:00;1,169;ERE AREA DE SERVICIO;P;dm;L-D: 07:00-00:00;L-D: 07:00-23:59 (P);01/08/2020
HUESCA;VENTAS DE SANTA LUCIA (LAS);22436;CARRETERA A-139 KM. 5,6;D;27/07/2020 09:41;1,169;HIPER-OIL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
HUESCA;SABIÑANIGO               ;22600;AVENIDA BIESCAS, S/N;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);01/08/2020
ALBACETE;ALCALA DEL JUCAR         ;02210;CARRETERA CM-3201 47,1 KM. 47,1;D;27/07/2020 09:15;1,169;EL JUCAR;P;dm;L: 08:00-21:00;L: 08:00-21:00 (P);01/08/2020
MALAGA;BENAOJAN                 ;29370;CALLE ZONA DE LA VEGA, S/N;I;01/08/2020 08:08;1,169;AVIA;P;dm;L-D: 07:30-21:00;L-D: 07:30-21:00 (A);01/08/2020
ASTURIAS;AVILES;33400;AVDA. CRISTOBAL COLON, S/N;N;31/07/2020 15:00;1,169;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);01/08/2020
ASTURIAS;AVILES;33400;AVDA. DE SAN AGUSTIN S/N;N;31/07/2020 15:00;1,169;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);01/08/2020
NAVARRA;LEGASA                   ;31792;CARRETERA N-121A KM. 44,5;I;01/08/2020 00:00;1,169;REPSOL;P;OM;L-D: 07:00-15:00;L-D: 07:00-15:00 (A);01/08/2020
PALENCIA;PALENCIA                 ;34004;CALLE FRANCIA, 52;I;31/07/2020 10:59;1,169;REPSOL;P;dm;L-S: 07:00-21:30;L-S: 07:00-21:30 (A);01/08/2020
CACERES;ALDEANUEVA DEL CAMINO    ;10740;CARRETERA N-630 KM. 436,4;D;01/08/2020 06:00;1,169;CEPSA;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
NAVARRA;LEGASA                   ;31792;CARRETERA N-121A KM. 44,5;D;01/08/2020 00:00;1,169;REPSOL;P;OM;L-S: 13:00-19:00;L-S: 13:00-19:00 (A);01/08/2020
CIUDAD REAL;VILLARRUBIA DE LOS OJOS  ;13670;CARRETERA CARRETERA DE FUENTE EL FRESNO KM 15 KM. 15;I;27/07/2020 12:43;1,169;AVIA;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);01/08/2020
ALICANTE;TORREVIEJA               ;03180;CALLE TIZIANO, 5;N;27/07/2020 18:20;1,169;PARTICULAR;P;dm;L: 24H;L: 24H (A);01/08/2020
CORUÑA (A);SANTA UXIA DE RIBEIRA;15960;AVENIDA DE LA CORUÑA, 176;N;27/07/2020 10:46;1,169;SHELL;P;dm;L: 24H;L: 24H (A);01/08/2020
MURCIA;ALHAMA DE MURCIA         ;30840;AUTOVIA RM-2 KM. 41,7;I;28/07/2020 18:16;1,169;SHELL EL GUADALENTIN;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;FONT DE LA FIGUERA (LA)  ;46630;AUTOVIA A35 KM. 11,000;D;28/07/2020 10:29;1,169;GALP ;P;dm;L-D: 24H;L-D: 24H (P);01/08/2020
VALENCIA / VALÈNCIA;FONT DE LA FIGUERA (LA)  ;46630;AUTOVIA A-35 KM. 11,000;I;28/07/2020 10:30;1,169;GALP;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;MONTESA                  ;46692;A-35 km 39;I;31/07/2020 15:00;1,169;SHELL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
